Stock#,Lane,Item#,Year,Make,Model,Odometer,VIN,Sale Document,Loss Type,Vehicle Location Info,Auction Date,Public,Primary Damage,Secondary Damage,Run & Drive,Starts,Odometer Status,Fuel Type,Cylinders,Transmission,Provider,Buy Now Price
24790296,,#TBD,2009,CHEVROLET,IMPALA,"132,063",2G1WU57M091108620,CLEAR-MI,COLLISION,,7/11/2019 7:30:00 AM,YES,LEFT SIDE,REAR,YES,YES,ACTUAL,Flexible Fuel,6 Cyl,Automatic,Meemic Insurance,
24979460,,#TBD,2008,CHEVROLET,IMPALA,"200,195",2G1WT58K481319401,SALVAGE-MI,COLLISION,,7/11/2019 7:30:00 AM,NO,FRONT END,SUSPENSION,NO,YES,ACTUAL,Flexible Fuel,6 Cyl,Automatic,USAA - ACH,
25483296,,#TBD,2008,CHEVROLET,IMPALA,"62,924",2G1WT58K889261505,CLEAR-MI,OTHER,,7/11/2019 7:30:00 AM,YES,REAR,,YES,YES,NOT ACTUAL,Flexible Fuel,6 Cyl,Automatic,,
25473916,,#TBD,2007,CHEVROLET,IMPALA,"121,623",2G1WT58K479320838,CLEAR-MI,OTHER,,7/11/2019 7:30:00 AM,NO,FRONT END,LEFT & RIGHT,NO,YES,ACTUAL,Flexible Fuel,6 Cyl,Automatic,,
25318842,,#TBD,2007,CHEVROLET,IMPALA,"115,165",2G1WT58K779311289,CLEAR-MI,OTHER,,7/11/2019 7:30:00 AM,YES,FRONT & REAR,LEFT & RIGHT,YES,YES,ACTUAL,Flexible Fuel,6 Cyl,Automatic,,
25084308,,#TBD,2003,CHEVROLET,IMPALA,"165,279",2G1WH55K239424003,CLEAR-MI,COLLISION,,7/11/2019 7:30:00 AM,YES,FRONT & REAR,,YES,YES,ACTUAL,Gasoline,6 Cyl,Automatic,Meemic Insurance,
25461097,,#TBD,2002,CHEVROLET,IMPALA,"98,935",2G1WF52E629304546,CLEAR-MI,OTHER,,7/11/2019 7:30:00 AM,NO,RIGHT SIDE,FRONT & REAR,NO,YES,UNKNOWN,Gasoline,6 Cyl,Automatic,,$375.00
24977809,,#TBD,2018,CHEVROLET,MALIBU,"34,044",1G1ZD5ST8JF124752,SCRAP-MI,COLLISION,,7/11/2019 7:30:00 AM,NO,FRONT END,LEFT SIDE,YES,YES,ACTUAL,Gasoline,4 Cyl,Automatic,Progressive Casualty Insurance,
25065659,,#TBD,2017,CHEVROLET,MALIBU,"16,512",1G1ZE5ST5HF292761,SALVAGE-MI,COLLISION,,7/11/2019 7:30:00 AM,NO,RIGHT FRONT,FRONT END,YES,YES,ACTUAL,Gasoline,4 Cyl,Automatic,Progressive Casualty Insurance,
24877470,,#TBD,2017,CHEVROLET,MALIBU,"16,370",1G1ZE5ST5HF219826,SALVAGE-MI,COLLISION,,7/11/2019 7:30:00 AM,NO,RIGHT FRONT,REAR,YES,YES,ACTUAL,Gasoline,4 Cyl,Automatic,Progressive Casualty Insurance,
24909973,,#TBD,2017,CHEVROLET,MALIBU,"20,130",1G1ZE5ST1HF121229,SCRAP-MI,COLLISION,,7/11/2019 7:30:00 AM,NO,FRONT END,,NO,NO,INOPERABLE DIGITAL DASH,Other,,Automatic,Progressive Casualty Insurance,"$2,100.00"
24904881,,#TBD,2016,CHEVROLET,MALIBU,"74,637",1G1ZF5SX8GF185475,SCRAP-MI,COLLISION,,7/11/2019 7:30:00 AM,NO,FRONT & REAR,LEFT & RIGHT,NO,YES,ACTUAL,Gasoline,4 Cyl,Automatic,,
25117391,,#TBD,2016,CHEVROLET,MALIBU,"62,209",1G1ZE5ST6GF348401,SCRAP-MI,COLLISION,,7/11/2019 7:30:00 AM,NO,FRONT END,LEFT & RIGHT,NO,NO,ACTUAL,Gasoline,4 Cyl,Automatic,Progressive Casualty Insurance,
24989634,,#TBD,2016,CHEVROLET,MALIBU,"44,300",1G1ZE5STXGF336073,SALVAGE-MI,COLLISION,,7/11/2019 7:30:00 AM,NO,FRONT & REAR,RIGHT REAR,YES,YES,ACTUAL,Gasoline,4 Cyl,Automatic,Meemic Insurance,
24874601,,#TBD,2015,CHEVROLET,MALIBU,"42,383",1G11G5SX1FF162760,SCRAP-MI,COLLISION,,7/11/2019 7:30:00 AM,NO,FRONT END,SUSPENSION,NO,NO,ACTUAL,Gasoline,4 Cyl,Automatic,Progressive Casualty Insurance,
24808854,,#TBD,2015,CHEVROLET,MALIBU,"113,375",1G11B5SLXFF105470,SALVAGE TITLE-TX,COLLISION,,7/11/2019 7:30:00 AM,NO,FRONT & REAR,MECHANICAL,NO,YES,NOT ACTUAL,Gasoline,4 Cyl,Automatic,,"$2,000.00"
25053896,,#TBD,2014,CHEVROLET,MALIBU,"92,622",1G11B5SL6EF189043,SALVAGE-MI,COLLISION,,7/11/2019 7:30:00 AM,NO,FRONT & REAR,LEFT & RIGHT,YES,YES,ACTUAL,Gasoline,4 Cyl,Automatic,Meemic Insurance,"$1,300.00"
25075330,,#TBD,2013,CHEVROLET,MALIBU,"91,564",1G11E5SA3DU142102,CLEAR-MI,WATER,,7/11/2019 7:30:00 AM,YES,FLOOD,UNDERCARRIAGE,NO,NO,ACTUAL,Gasoline,4 Cyl,Automatic,Geico Insurance,"$2,500.00"
24437945,,#TBD,2011,CHEVROLET,MALIBU,"143,131",1G1ZB5E15BF253209,CLEAR-MI,COLLISION,,7/11/2019 7:30:00 AM,YES,LEFT REAR,SUSPENSION,YES,YES,ACTUAL,Gasoline,4 Cyl,Automatic,Progressive Casualty Insurance,"$1,050.00"
25217188,,#TBD,2011,CHEVROLET,MALIBU,"152,912",1G1ZD5E1XBF315844,CLEAR-MI,COLLISION,,7/11/2019 7:30:00 AM,YES,FRONT END,LEFT & RIGHT,NO,YES,ACTUAL,Gasoline,4 Cyl,Automatic,Progressive Casualty Insurance,$650.00
25178396,,#TBD,2011,CHEVROLET,MALIBU,"147,994",1G1ZA5E15BF266075,PREVIOUS SALVAGE-MI,OTHER,,7/11/2019 7:30:00 AM,NO,FRONT END,,NO,NO,ACTUAL,Gasoline,4 Cyl,Automatic,,$925.00
24613509,,#TBD,2010,CHEVROLET,MALIBU,"184,376",1G1ZB5EB6AF229556,SALVAGE-MS,COLLISION,,7/11/2019 7:30:00 AM,NO,FRONT END,SUSPENSION,NO,YES,ACTUAL,Gasoline,4 Cyl,Automatic,Mississippi Farm Bureau,
25077540,,#TBD,2009,CHEVROLET,MALIBU,"65,319",1G1ZH57B49F227604,SALVAGE-MI,COLLISION,,7/11/2019 7:30:00 AM,NO,REAR,,YES,YES,ACTUAL,Gasoline,4 Cyl,Automatic,USAA - ACH,
25510024,,#TBD,2005,CHEVROLET,MALIBU,"189,151",1G1ZS54845F264429,SALVAGE-MI,COLLISION,,7/11/2019 7:30:00 AM,NO,FRONT & REAR,LEFT SIDE,YES,YES,ACTUAL,Gasoline,6 Cyl,Automatic,,
25269611,,#TBD,2000,CHEVROLET,MALIBU,,1G1NE52J3Y6118541,CLEAR-MI,COLLISION,,7/11/2019 7:30:00 AM,YES,ALL OVER,ROLLOVER,NO,NO,INOPERABLE DIGITAL DASH,Gasoline,6 Cyl,Automatic,Geico Insurance,
25167576,,#TBD,2016,CHEVROLET,MALIBU LIMITED,"105,632",1G11C5SA9GU131616,PREVIOUS SALVAGE-MI,OTHER,,7/11/2019 7:30:00 AM,NO,FRONT END,RIGHT SIDE,NO,YES,NOT ACTUAL,Gasoline,4 Cyl,Automatic,,"$2,000.00"
24567796,,#TBD,2016,CHEVROLET,MALIBU LIMITED,"29,846",1G11C5SAXGF134111,SCRAP-MI,COLLISION,,7/11/2019 7:30:00 AM,NO,FRONT & REAR,MECHANICAL,NO,NO,ACTUAL,Gasoline,4 Cyl,Automatic,Progressive Casualty Insurance,
24383121,,#TBD,2016,CHEVROLET,MALIBU LIMITED,"57,082",1G11E5SA2GF152256,SCRAP-MI,COLLISION,,7/11/2019 7:30:00 AM,NO,FRONT & REAR,BIO HAZARD,NO,NO,ACTUAL,Gasoline,4 Cyl,Automatic,Hanover Insurance,
25283013,,#TBD,2003,CHEVROLET,S TRUCK,"198,337",1GCDT13X33K134498,CLEAR-MI,OTHER,,7/11/2019 7:30:00 AM,NO,ALL OVER,,YES,YES,ACTUAL,Gasoline,6 Cyl,Automatic,,$650.00
24834337,,#TBD,2018,CHEVROLET,SILVERADO,"19,504",1GCVKSECXJZ118925,SCRAP-MI,COLLISION,,7/11/2019 7:30:00 AM,NO,FRONT END,RIGHT SIDE,NO,YES,ACTUAL,Gasoline,8 Cyl,Automatic,Meemic Insurance,
25112924,,#TBD,2017,CHEVROLET,SILVERADO,"48,480",1GCVKREC8HZ214149,SALVAGE-MI,COLLISION,,7/11/2019 7:30:00 AM,NO,FRONT END,,NO,NO,ACTUAL,Gasoline,8 Cyl,Automatic,Progressive Casualty Insurance,
25086895,,#TBD,2016,CHEVROLET,SILVERADO,"47,463",1GCVKREC5GZ314238,SCRAP-MI,COLLISION,,7/11/2019 7:30:00 AM,NO,FRONT END,SUSPENSION,NO,NO,BROKEN,Gasoline,8 Cyl,Automatic,Progressive Casualty Insurance,
24905416,,#TBD,2016,CHEVROLET,SILVERADO,"45,349",1GCVKREH6GZ127019,SALVAGE-MI,COLLISION,,7/11/2019 7:30:00 AM,NO,FRONT END,LEFT FRONT,NO,NO,ACTUAL,Gasoline,6 Cyl,Automatic,Progressive Casualty Insurance,
24773048,,#TBD,2012,CHEVROLET,SILVERADO,"86,161",1GCRKSE79CZ197981,CLEAR-MI,COLLISION,,7/11/2019 7:30:00 AM,YES,ALL OVER,FRONT & REAR,YES,YES,ACTUAL,Flexible Fuel,8 Cyl,Automatic,Progressive Casualty Insurance,"$4,700.00"
24794576,,#TBD,2009,CHEVROLET,SILVERADO,"168,871",2GCEC130891107989,SALVAGE TITLE-TX,COLLISION,,7/11/2019 7:30:00 AM,NO,FRONT & REAR,LEFT & RIGHT,NO,NO,ACTUAL,Flexible Fuel,8 Cyl,Automatic,,"$1,400.00"
25034082,,#TBD,2009,CHEVROLET,SILVERADO,,1GCEK29J09Z204698,SALVAGE-MI,COLLISION,,7/11/2019 7:30:00 AM,NO,FRONT & REAR,RIGHT SIDE,YES,YES,INOPERABLE DIGITAL DASH,Gasoline,8 Cyl,Automatic,USAA - ACH,"$2,800.00"
25365931,,#TBD,2006,CHEVROLET,SILVERADO,"130,034",1GCEC19XX6Z123019,CLEAR-MI,OTHER,,7/11/2019 7:30:00 AM,YES,RIGHT FRONT,REAR,NO,NO,ACTUAL,Gasoline,6 Cyl,Automatic,,
25119646,,#TBD,2016,CHEVROLET,SONIC,"59,070",1G1JE5SB4G4134474,SCRAP-MI,COLLISION,,7/11/2019 7:30:00 AM,NO,FRONT END,RIGHT FRONT,YES,YES,ACTUAL,Gasoline,4 Cyl,Automatic,Meemic Insurance,
25306891,,#TBD,2014,CHEVROLET,SONIC,"22,016",1G1JC6SB7E4196492,SCRAP-MI,COLLISION,,7/11/2019 7:30:00 AM,NO,FRONT END,ENGINE DAMAGE,NO,NO,NOT ACTUAL,Gasoline,4 Cyl,Automatic,AAA Auto Club Group Companies,
24244125,,#TBD,2003,CHEVROLET,SUBURBAN,,3GNFK16Z93G317718,CLEAR-MI,COLLISION,,7/11/2019 7:30:00 AM,YES,FRONT & REAR,LEFT & RIGHT,NO,NO,INOPERABLE DIGITAL DASH,Flexible Fuel,8 Cyl,Automatic,Progressive Casualty Insurance,$400.00
25306288,,#TBD,2018,CHEVROLET,TAHOE,"34,720",1GNSCCKC6JR203066,CLEAR-FL,OTHER,,7/11/2019 7:30:00 AM,NO,REAR,RIGHT REAR,YES,YES,ACTUAL,Gasoline,8 Cyl,Automatic,Avis Budget Group,"$31,600.00"
24950942,,#TBD,1996,CHEVROLET,TAHOE,"222,232",1GNEK13R2TJ336786,SALVAGE-MI,THEFT,,7/11/2019 7:30:00 AM,NO,THEFT,STRIP,NO,NO,ACTUAL,Gasoline,8 Cyl,Missing,USAA - ACH,
25306822,,#TBD,2009,CHEVROLET,TRAILBLAZER,"101,355",1GNDT33S592103012,CLEAR-MI,COLLISION,,7/11/2019 7:30:00 AM,YES,FRONT END,SUSPENSION,NO,YES,ACTUAL,Other,,Automatic,AAA Auto Club Group Companies,
25437046,,#TBD,2003,CHEVROLET,TRAILBLAZER,"258,540",1GNDT13S632301075,CLEAR-MI,OTHER,,7/11/2019 7:30:00 AM,NO,FRONT & REAR,,YES,YES,ACTUAL,Gasoline,6 Cyl,Automatic,,$600.00
25011960,,#TBD,2018,CHEVROLET,TRAVERSE,"8,770",1GNERGKWXJJ180791,SALVAGE-MI,COLLISION,,7/11/2019 7:30:00 AM,NO,FRONT END,SUSPENSION,NO,YES,ACTUAL,Gasoline,6 Cyl,Automatic,USAA - ACH,"$9,650.00"
24933131,,#TBD,2016,CHEVROLET,TRAVERSE,,1GNKVJKD8GJ210308,SCRAP-MI,COLLISION,,7/11/2019 7:30:00 AM,NO,THEFT,STRIP,NO,NO,INOPERABLE DIGITAL DASH,Other,,Automatic,ACIA,"$3,000.00"
25080666,,#TBD,2011,CHEVROLET,TRAVERSE,"103,400",1GNKRGED8BJ323655,CLEAR-MI,OTHER,,7/11/2019 7:30:00 AM,NO,FRONT END,SUSPENSION,NO,NO,ACTUAL,Gasoline,6 Cyl,Automatic,,"$1,700.00"
25280118,,#TBD,2009,CHEVROLET,TRAVERSE,"154,954",1GNEV23D59S153435,CLEAR-MI,OTHER,,7/11/2019 7:30:00 AM,NO,FRONT END,LEFT & RIGHT,NO,NO,ACTUAL,Gasoline,6 Cyl,Automatic,,"$1,825.00"
24973026,,#TBD,2018,CHEVROLET,TRAX,"8,235",KL7CJLSB3JB677184,SCRAP-MI,COLLISION,,7/11/2019 7:30:00 AM,NO,FRONT END,,NO,YES,ACTUAL,Gasoline,4 Cyl,Automatic,Progressive Casualty Insurance,
24975170,,#TBD,2015,CHRYSLER,200,"81,255",1C3CCCBB3FN647092,SCRAP-MI,COLLISION,,7/11/2019 7:30:00 AM,NO,LEFT SIDE,FRONT & REAR,YES,YES,ACTUAL,Gasoline,4 Cyl,Automatic,Progressive Casualty Insurance,
24944653,,#TBD,2015,CHRYSLER,200,"39,247",1C3CCCBG3FN672795,SCRAP-MI,COLLISION,,7/11/2019 7:30:00 AM,NO,RIGHT REAR,SUSPENSION,YES,YES,ACTUAL,Flexible Fuel,6 Cyl,Automatic,Progressive Casualty Insurance,
24923438,,#TBD,2015,CHRYSLER,200,"71,629",1C3CCCABXFN637922,SCRAP-MI,COLLISION,,7/11/2019 7:30:00 AM,NO,FRONT END,ENGINE DAMAGE,YES,YES,ACTUAL,Other,,Automatic,AAA Auto Club Group Companies,
24923634,,#TBD,2015,CHRYSLER,200,"78,029",1C3CCCAB1FN611354,SCRAP-MI,COLLISION,,7/11/2019 7:30:00 AM,NO,FRONT END,LEFT FRONT,YES,YES,ACTUAL,Gasoline,4 Cyl,Automatic,AAA Auto Club Group Companies,"$2,244.00"
24406766,,#TBD,2015,CHRYSLER,200,"85,886",1C3CCCABXFN558735,SALVAGE-MI,COLLISION,,7/11/2019 7:30:00 AM,NO,FRONT & REAR,LEFT & RIGHT,YES,YES,ACTUAL,Gasoline,4 Cyl,Automatic,I.V.A.S. / American Insurance Corporation,"$3,900.00"
25301772,,#TBD,2015,CHRYSLER,200,"110,013",1C3CCCAB7FN684700,SALVAGE-MI,COLLISION,,7/11/2019 7:30:00 AM,NO,LEFT SIDE,SUSPENSION,NO,NO,ACTUAL,Gasoline,4 Cyl,Automatic,,
25142468,,#TBD,2014,CHRYSLER,200,"124,393",1C3CCBABXEN167965,SCRAP-MI,COLLISION,,7/11/2019 7:30:00 AM,NO,FRONT & REAR,LEFT & RIGHT,NO,YES,ACTUAL,Gasoline,4 Cyl,Automatic,Progressive Casualty Insurance,$550.00
25253818,,#TBD,2013,CHRYSLER,200,"55,735",1C3CCBAB1DN691178,SALVAGE-MI,COLLISION,,7/11/2019 7:30:00 AM,NO,FRONT END,,NO,YES,ACTUAL,Gasoline,4 Cyl,Automatic,,
25294450,,#TBD,2014,CHRYSLER,300,"69,115",2C3CCABG5EH189935,PREVIOUS SALVAGE-MI,OTHER,,7/11/2019 7:30:00 AM,YES,MECHANICAL,FRONT END,NO,YES,ACTUAL,Other,,Automatic,,"$6,900.00"
25277540,,#TBD,2010,CHRYSLER,300,"186,748",2C3CA5CVXAH327649,CLEAR-MI,OTHER,,7/11/2019 7:30:00 AM,YES,FRONT END,LEFT SIDE,YES,YES,ACTUAL,Gasoline,6 Cyl,Automatic,,
25372468,,#TBD,2009,CHRYSLER,300,,2C3KA33V79H635633,CLEAR-MI,OTHER,,7/11/2019 7:30:00 AM,NO,FRONT & REAR,,NO,NO,INOPERABLE DIGITAL DASH,Gasoline,6 Cyl,Automatic,,"$1,250.00"
25199407,,#TBD,2006,CHRYSLER,300,"193,495",2C3LA43R66H285081,CLEAR-MI,OTHER,,7/11/2019 7:30:00 AM,YES,REPOSSESSION,UNKNOWN,YES,YES,ACTUAL,Gasoline,6 Cyl,Automatic,Select Remarketing Group,$700.00
25274747,,#TBD,1968,CHRYSLER,NEWPORT,"84,935",CE27G8C317284,CLEAR-MI,COLLISION,,7/11/2019 7:30:00 AM,YES,ALL OVER,UNKNOWN,YES,YES,EXCEEDS MECHANICAL LIMITS,Other,,Unknown,,"$5,500.00"
24968665,,#TBD,2018,CHRYSLER,PACIFICA,"8,841",2C4RC1GG9JR258113,SCRAP-MI,COLLISION,,7/11/2019 7:30:00 AM,NO,FRONT & REAR,LEFT SIDE,NO,YES,ACTUAL,Flexible Fuel,6 Cyl,Automatic,Meemic Insurance,
25034786,,#TBD,2018,CHRYSLER,PACIFICA,"15,577",2C4RC1EG9JR317079,SCRAP-MI,COLLISION,,7/11/2019 7:30:00 AM,NO,FRONT END,LEFT SIDE,NO,YES,ACTUAL,Flexible Fuel,6 Cyl,Automatic,Progressive Casualty Insurance,
24948328,,#TBD,2018,CHRYSLER,PACIFICA,"25,659",2C4RC1GGXJR186578,SALVAGE-MI,COLLISION,,7/11/2019 7:30:00 AM,NO,FRONT END,LEFT FRONT,NO,NO,ACTUAL,Flexible Fuel,6 Cyl,Automatic,Hanover Insurance,
25014105,,#TBD,2017,CHRYSLER,PACIFICA,"31,776",2C4RC1DG7HR522458,SALVAGE-MI,COLLISION,,7/11/2019 7:30:00 AM,NO,FRONT & REAR,LEFT & RIGHT,NO,NO,ACTUAL,Flexible Fuel,6 Cyl,Automatic,Meemic Insurance,
25162200,,#TBD,2017,CHRYSLER,PACIFICA,"25,822",2C4RC1BG7HR764864,CLEAR-VA,OTHER,,7/11/2019 7:30:00 AM,NO,FRONT & REAR,,NO,NO,ACTUAL,Flexible Fuel,6 Cyl,Automatic,Avis Budget Group,
25349218,,#TBD,2007,CHRYSLER,PACIFICA,"81,966",2A8GM48L67R328380,CLEAR-MI,COLLISION,,7/11/2019 7:30:00 AM,YES,FRONT & REAR,RIGHT SIDE,YES,YES,ACTUAL,Other,,Automatic,ACIA,
25418081,,#TBD,2008,CHRYSLER,SEBRING,"153,206",1C3LC55R08N642357,CLEAR-MI,OTHER,,7/11/2019 7:30:00 AM,YES,LEFT FRONT,UNKNOWN,YES,YES,ACTUAL,Gasoline,6 Cyl,Automatic,,"$2,000.00"
25146494,,#TBD,2014,CHRYSLER,TOWN & COUNTRY,"105,345",2C4RC1CG4ER373570,SALVAGE-MI,COLLISION,,7/11/2019 7:30:00 AM,NO,FRONT END,LEFT FRONT,NO,NO,ACTUAL,Flexible Fuel,6 Cyl,Automatic,Progressive Casualty Insurance,
25122839,,#TBD,2014,CHRYSLER,TOWN & COUNTRY,"76,962",2C4RC1CG4ER378199,SCRAP-MI,COLLISION,,7/11/2019 7:30:00 AM,NO,FRONT END,RIGHT REAR,NO,YES,ACTUAL,Flexible Fuel,6 Cyl,Automatic,Hanover Insurance,
25094602,,#TBD,2013,CHRYSLER,TOWN & COUNTRY,"76,168",2C4RC1CGXDR590118,SALVAGE-MI,COLLISION,,7/11/2019 7:30:00 AM,NO,FRONT END,RIGHT REAR,NO,YES,ACTUAL,Flexible Fuel,6 Cyl,Automatic,Geico Insurance,
25175116,,#TBD,2012,DODGE,AVENGER,"79,982",1C3CDZCB4CN173907,SALVAGE-MI,COLLISION,,7/11/2019 7:30:00 AM,NO,FRONT & REAR,,YES,YES,ACTUAL,Gasoline,4 Cyl,Automatic,Geico Insurance,
24558769,,#TBD,2007,DODGE,CALIBER,"119,989",1B3HB28B97D253420,CLEAR-MI,COLLISION,,7/11/2019 7:30:00 AM,YES,FRONT & REAR,UNDERCARRIAGE,YES,YES,ACTUAL,Gasoline,4 Cyl,Automatic,,
25418068,,#TBD,2007,DODGE,CARAVAN,"133,885",1D4GP25B27B239342,CLEAR-MI,OTHER,,7/11/2019 7:30:00 AM,YES,LEFT & RIGHT,FRONT END,YES,YES,ACTUAL,Gasoline,4 Cyl,Automatic,,"$1,000.00"
24765964,,#TBD,2017,DODGE,CHALLENGER,"148,229",2C3CDZC99HH618090,SCRAP-MI,THEFT,,7/11/2019 7:30:00 AM,NO,THEFT,STRIP,NO,NO,ACTUAL,Gasoline,8 Cyl,Missing,American Modern Insurance,
24746798,,#TBD,2016,DODGE,CHALLENGER,100,2C3CDZAG7GH285145,SCRAP-MI,OTHER,,7/11/2019 7:30:00 AM,NO,EXTERIOR BURN,INTERIOR BURN,NO,NO,BURNT,Flexible Fuel,6 Cyl,Unknown,Ally Financial,$500.00
24863367,,#TBD,2015,DODGE,CHALLENGER,"80,779",2C3CDZAG0FH804017,SCRAP-MI,THEFT,,7/11/2019 7:30:00 AM,NO,THEFT,STRIP,NO,NO,INOPERABLE DIGITAL DASH,Flexible Fuel,6 Cyl,Missing,Progressive Casualty Insurance,
25382063,,#TBD,2014,DODGE,CHALLENGER,"38,904",2C3CDYBT5EH106040,SALVAGE-AR,COLLISION,,7/11/2019 7:30:00 AM,NO,FRONT & REAR,,YES,YES,ACTUAL,Gasoline,8 Cyl,Manual,,
25151299,,#TBD,2012,DODGE,CHALLENGER,"79,930",2C3CDYBT4CH142668,CLEAR-MI,THEFT,,7/11/2019 7:30:00 AM,YES,THEFT,FRONT & REAR,NO,NO,ACTUAL,Gasoline,8 Cyl,Automatic,Progressive Casualty Insurance,
24647001,,#TBD,2018,DODGE,CHARGER,"12,190",2C3CDXGJ3JH253226,SALVAGE-MI,THEFT,,7/11/2019 7:30:00 AM,NO,THEFT,FRONT END,NO,YES,ACTUAL,Gasoline,8 Cyl,Automatic,Progressive Casualty Insurance,
25033620,,#TBD,2017,DODGE,CHARGER,"10,634",2C3CDXCT1HH650788,CLEAR-MI,COLLISION,,7/11/2019 7:30:00 AM,YES,LEFT SIDE,SUSPENSION,NO,YES,ACTUAL,Gasoline,8 Cyl,Automatic,AAA Auto Club Group Companies,"$9,750.00"
25057200,,#TBD,2014,DODGE,CHARGER,"82,319",2C3CDXCT7EH344948,SALVAGE-MI,COLLISION,,7/11/2019 7:30:00 AM,NO,FRONT END,,YES,YES,ACTUAL,Gasoline,8 Cyl,Automatic,Progressive Casualty Insurance,
25273160,,#TBD,2012,DODGE,CHARGER,"70,711",2C3CDXJGXCH183871,CLEAR-MI,COLLISION,,7/11/2019 7:30:00 AM,YES,FRONT & REAR,LEFT SIDE,NO,YES,ACTUAL,Other,,Automatic,ACIA,
25275990,,#TBD,2008,DODGE,CHARGER,,2B3LA53H08H272887,SALVAGE TITLE-TX,WATER,,7/11/2019 7:30:00 AM,NO,FLOOD,ALL OVER,NO,NO,INOPERABLE DIGITAL DASH,Gasoline,8 Cyl,Automatic,,
25167514,,#TBD,2006,DODGE,DAKOTA,"158,891",1D7HW48K66S588990,CLEAR-MI,COLLISION,,7/11/2019 7:30:00 AM,YES,FRONT END,,NO,YES,ACTUAL,Gasoline,6 Cyl,Automatic,Hanover Insurance,
25300921,,#TBD,2006,DODGE,DAKOTA,,1D7HW48K16S534299,SCRAP-MI,FIRE,,7/11/2019 7:30:00 AM,NO,TOTAL BURN,,NO,NO,BURNT,Gasoline,6 Cyl,Unknown,USAA - ACH,
24959335,,#TBD,2016,DODGE,DART,"64,000",1C3CDFBB5GD667656,SCRAP-MI,COLLISION,,7/11/2019 7:30:00 AM,NO,FRONT END,ROOF,NO,NO,ACTUAL,Gasoline,4 Cyl,Automatic,,
25081241,,#TBD,2014,DODGE,DART,"25,903",1C3CDFAAXED542058,SCRAP-MI,COLLISION,,7/11/2019 7:30:00 AM,NO,FRONT & REAR,LEFT & RIGHT,YES,YES,ACTUAL,Gasoline,4 Cyl,Automatic,Progressive Casualty Insurance,
25199207,,#TBD,2017,DODGE,DURANGO,,1C4RDJDG4HC878694,SCRAP-MI,THEFT,,7/11/2019 7:30:00 AM,NO,THEFT,STRIP,NO,NO,MISSING,Flexible Fuel,6 Cyl,Automatic,Michigan Insurance Company,
25159842,,#TBD,2015,DODGE,DURANGO,"48,697",1C4RDJAG0FC874255,SCRAP-MI,THEFT,,7/11/2019 7:30:00 AM,NO,THEFT,STRIP,NO,NO,MISSING,Flexible Fuel,6 Cyl,Automatic,Progressive Casualty Insurance,
25214904,,#TBD,2006,DODGE,DURANGO,"164,814",1D4HB48N76F164083,CLEAR-MI,COLLISION,,7/11/2019 7:30:00 AM,YES,FRONT END,SUSPENSION,NO,YES,ACTUAL,Gasoline,8 Cyl,Automatic,Meemic Insurance,
24983607,,#TBD,2017,DODGE,GRAND CARAVAN,"19,428",2C4RDGBG9HR867154,CLEAR-MI,OTHER,,7/11/2019 7:30:00 AM,YES,REAR,LEFT REAR,YES,YES,ACTUAL,Other,,Automatic,,
24931457,,#TBD,2017,DODGE,GRAND CARAVAN,"64,737",2C4RDGEG7HR672407,SCRAP-MI,THEFT,,7/11/2019 7:30:00 AM,NO,FRONT & REAR,,NO,NO,INOPERABLE DIGITAL DASH,Flexible Fuel,6 Cyl,Automatic,Progressive Casualty Insurance,
25107670,,#TBD,2013,DODGE,GRAND CARAVAN,"55,000",2C4RDGBG3DR680650,CLEAR-MI,COLLISION,,7/11/2019 7:30:00 AM,YES,FRONT & REAR,RIGHT SIDE,NO,NO,INOPERABLE DIGITAL DASH,Flexible Fuel,6 Cyl,Automatic,Philadelphia Insurance Companies,
25055597,,#TBD,2012,DODGE,GRAND CARAVAN,"109,856",2C4RDGBG4CR233811,CLEAR-MI,COLLISION,,7/11/2019 7:30:00 AM,YES,FRONT & REAR,LEFT & RIGHT,YES,YES,ACTUAL,Flexible Fuel,6 Cyl,Automatic,Meemic Insurance,
24684115,,#TBD,2011,DODGE,GRAND CARAVAN,"116,234",2D4RN3DGXBR627723,SALVAGE-MI,COLLISION,,7/11/2019 7:30:00 AM,NO,FRONT END,SUSPENSION,NO,NO,ACTUAL,Flexible Fuel,6 Cyl,Automatic,USAA - ACH,
24765882,,#TBD,2010,DODGE,GRAND CARAVAN,"130,934",2D4RN5D19AR101637,CLEAR-MI,COLLISION,,7/11/2019 7:30:00 AM,YES,REAR,,NO,NO,ACTUAL,Gasoline,6 Cyl,Automatic,Meemic Insurance,
25481563,,#TBD,2006,DODGE,GRAND CARAVAN,"147,534",2D4GP44L46R701311,CLEAR-MI,OTHER,,7/11/2019 7:30:00 AM,NO,ALL OVER,,NO,NO,ACTUAL,Gasoline,6 Cyl,Automatic,,
25456727,,#TBD,2018,DODGE,JOURNEY,"1,075",3C4PDDEG0JT389310,SCRAP-MI,OTHER,,7/11/2019 7:30:00 AM,NO,ROLLOVER,SUSPENSION,NO,NO,ACTUAL,Flexible Fuel,6 Cyl,Automatic,,"$3,500.00"
