Stock#,Lane,Item#,Year,Make,Model,Odometer,VIN,Sale Document,Loss Type,Vehicle Location Info,Auction Date,Public,Primary Damage,Secondary Damage,Run & Drive,Starts,Odometer Status,Fuel Type,Cylinders,Transmission,Provider,Buy Now Price
24994783,B,84,2018,CHEVROLET,MALIBU,"17,736",1G1ZB5ST1JF259240,SALVAGE-GA,COLLISION,,7/25/2019 7:30:00 AM,NO,LEFT SIDE,,YES,YES,ACTUAL,Gasoline,4 Cyl,Automatic,Progressive Casualty Insurance,
23840106,B,98,2018,CHEVROLET,MALIBU,"5,605",1G1ZD5ST5JF152346,SCRAP-MI,COLLISION,,7/25/2019 7:30:00 AM,NO,FRONT END,,YES,YES,ACTUAL,Gasoline,4 Cyl,Automatic,USAA - ACH,
24912999,B,16,2018,CHEVROLET,MALIBU,"28,767",1G1ZD5ST8JF156889,SALVAGE-IL,COLLISION,,7/25/2019 7:30:00 AM,NO,REAR,,YES,YES,ACTUAL,Gasoline,4 Cyl,Automatic,Permanent General Co.,
24540642,A,3009,2016,CHEVROLET,MALIBU,"34,598",1G1ZE5ST4GF204149,SALVAGE-MI,COLLISION,,7/25/2019 7:30:00 AM,NO,LEFT SIDE,SUSPENSION,NO,YES,ACTUAL,Gasoline,4 Cyl,Automatic,Progressive Casualty Insurance,
23124909,B,3084,2016,CHEVROLET,MALIBU,"33,415",1G1ZE5ST6GF307587,SALVAGE-MI,COLLISION,,7/25/2019 7:30:00 AM,NO,FRONT END,SUSPENSION,NO,YES,ACTUAL,Gasoline,4 Cyl,Automatic,,
25119450,A,3057,2016,CHEVROLET,MALIBU,"29,444",1G1ZE5ST7GF283672,SCRAP-MI,WATER,,7/25/2019 7:30:00 AM,NO,FLOOD,,NO,NO,ACTUAL,Gasoline,4 Cyl,Automatic,Progressive Casualty Insurance,
25574970,B,5160,2016,CHEVROLET,MALIBU,"31,349",1G1ZE5ST4GF304333,CLEAR-MI,OTHER,,7/25/2019 7:30:00 AM,YES,FRONT & REAR,MECHANICAL,NO,NO,ACTUAL,Gasoline,4 Cyl,Automatic,,
25274280,A,91,2016,CHEVROLET,MALIBU,"44,679",1G1ZE5ST9GF212666,SALVAGE-MI,COLLISION,,7/25/2019 7:30:00 AM,NO,FRONT END,RIGHT FRONT,YES,YES,ACTUAL,Gasoline,4 Cyl,Automatic,Progressive Casualty Insurance,
25362698,B,10,2015,CHEVROLET,MALIBU,"46,857",1G11C5SL7FF288808,SCRAP-MI,COLLISION,,7/25/2019 7:30:00 AM,NO,FRONT & REAR,,YES,YES,ACTUAL,Gasoline,4 Cyl,Automatic,Hanover Insurance,
25086896,A,3051,2015,CHEVROLET,MALIBU,"48,963",1G11C5SL6FU152889,SALVAGE-MI,WATER,,7/25/2019 7:30:00 AM,NO,FLOOD,,NO,NO,ACTUAL,Gasoline,4 Cyl,Automatic,USAA - ACH,
24808854,B,3094,2015,CHEVROLET,MALIBU,"113,375",1G11B5SLXFF105470,SALVAGE TITLE-TX,COLLISION,,7/25/2019 7:30:00 AM,NO,FRONT & REAR,MECHANICAL,NO,YES,NOT ACTUAL,Gasoline,4 Cyl,Automatic,,
25134673,B,64,2014,CHEVROLET,MALIBU,"79,078",1G11C5SL7EF240319,SCRAP-MI,COLLISION,,7/25/2019 7:30:00 AM,NO,REAR,RIGHT REAR,YES,YES,ACTUAL,Other,,Automatic,AAA Auto Club Group Companies,
25276594,A,75,2014,CHEVROLET,MALIBU,"71,781",1G11B5SL3EF105518,SALVAGE-MI,COLLISION,,7/25/2019 7:30:00 AM,NO,FRONT & REAR,,YES,YES,ACTUAL,Gasoline,4 Cyl,Automatic,Progressive Casualty Insurance,
25131375,B,60,2013,CHEVROLET,MALIBU,"60,047",1G11C5SA6DF143996,SALVAGE-MI,COLLISION,,7/25/2019 7:30:00 AM,NO,FRONT END,LEFT & RIGHT,YES,YES,ACTUAL,Gasoline,4 Cyl,Automatic,USAA - ACH,
25148422,B,5016,2013,CHEVROLET,MALIBU,"56,241",1G11B5SA0DF325731,CLEAR-MI,COLLISION,,7/25/2019 7:30:00 AM,YES,FRONT END,RIGHT SIDE,NO,YES,ACTUAL,Gasoline,4 Cyl,Automatic,Progressive Casualty Insurance,
25178396,A,5005,2011,CHEVROLET,MALIBU,"147,994",1G1ZA5E15BF266075,PREVIOUS SALVAGE-MI,OTHER,,7/25/2019 7:30:00 AM,YES,FRONT END,,NO,NO,ACTUAL,Gasoline,4 Cyl,Automatic,,
24813785,A,55,2011,CHEVROLET,MALIBU,"124,864",1G1ZC5E14BF316801,SALVAGE-MI,COLLISION,,7/25/2019 7:30:00 AM,NO,FRONT & REAR,LEFT & RIGHT,YES,YES,ACTUAL,Gasoline,4 Cyl,Automatic,USAA - ACH,
25384473,A,31,2011,CHEVROLET,MALIBU,"78,030",1G1ZC5E13BF329779,SALVAGE-MI,COLLISION,,7/25/2019 7:30:00 AM,NO,FRONT & REAR,,YES,YES,ACTUAL,Gasoline,4 Cyl,Automatic,USAA - ACH,
25341203,A,5081,2011,CHEVROLET,MALIBU,"134,497",1G1ZC5E11BF200035,CLEAR-MI,COLLISION,,7/25/2019 7:30:00 AM,YES,FRONT END,LEFT FRONT,NO,YES,ACTUAL,Gasoline,4 Cyl,Automatic,Progressive Casualty Insurance,
24613509,B,3118,2010,CHEVROLET,MALIBU,"184,376",1G1ZB5EB6AF229556,SALVAGE-MS,COLLISION,,7/25/2019 7:30:00 AM,NO,FRONT END,SUSPENSION,NO,YES,ACTUAL,Gasoline,4 Cyl,Automatic,Mississippi Farm Bureau,
25003429,A,6001,2010,CHEVROLET,MALIBU,"96,623",1G1ZE5EBXAF294630,CLEAR-MI,COLLISION,,7/25/2019 7:30:00 AM,YES,RIGHT REAR,REAR,YES,YES,ACTUAL,Gasoline,4 Cyl,Automatic,AAA Auto Club Group Companies,
25146505,B,3040,2009,CHEVROLET,MALIBU,"120,335",1G1ZH57B094252074,SALVAGE-MI,WATER,,7/25/2019 7:30:00 AM,NO,FLOOD,BIO HAZARD,NO,NO,ACTUAL,Gasoline,4 Cyl,Automatic,USAA - ACH,
25539286,B,6118,2005,CHEVROLET,MALIBU,"193,343",1G1ZT54885F186248,CLEAR-MI,OTHER,,7/25/2019 7:30:00 AM,YES,LEFT SIDE,FRONT & REAR,YES,YES,ACTUAL,Gasoline,6 Cyl,Automatic,,
25510024,A,131,2005,CHEVROLET,MALIBU,"189,151",1G1ZS54845F264429,SALVAGE-MI,COLLISION,,7/25/2019 7:30:00 AM,NO,FRONT & REAR,LEFT SIDE,YES,YES,ACTUAL,Gasoline,6 Cyl,Automatic,,
23060359,B,5026,2003,CHEVROLET,MALIBU,,1G1ND52JX3M554827,CLEAR-MI,COLLISION,,7/25/2019 7:30:00 AM,YES,FRONT END,MECHANICAL,NO,NO,INOPERABLE DIGITAL DASH,Gasoline,6 Cyl,Automatic,Hanover Insurance,
23873535,B,6072,2002,CHEVROLET,MALIBU,"110,544",1G1ND52J02M505263,TR-52-MI,OTHER,,7/25/2019 7:30:00 AM,YES,REAR,,YES,YES,ACTUAL,Gasoline,6 Cyl,Unknown,,
24567796,B,3096,2016,CHEVROLET,MALIBU LIMITED,"29,846",1G11C5SAXGF134111,SCRAP-MI,COLLISION,,7/25/2019 7:30:00 AM,NO,FRONT & REAR,MECHANICAL,NO,NO,ACTUAL,Gasoline,4 Cyl,Automatic,Progressive Casualty Insurance,
25089463,A,95,2016,CHEVROLET,MALIBU LIMITED,"48,776",1G11C5SA5GF120875,SALVAGE-MI,OTHER,,7/25/2019 7:30:00 AM,NO,FRONT END,,YES,YES,ACTUAL,Gasoline,4 Cyl,Automatic,Progressive Casualty Insurance,
25284380,A,6073,2001,CHEVROLET,MONTE CARLO,"188,253",2G1WX15K019119219,CLEAR-MI,COLLISION,,7/25/2019 7:30:00 AM,YES,FRONT END,LEFT FRONT,YES,YES,ACTUAL,Other,,Automatic,,
24791053,A,3071,2018,CHEVROLET,SILVERADO,"17,700",1GCVKRECXJZ112633,SCRAP-MI,COLLISION,,7/25/2019 7:30:00 AM,NO,FRONT END,SUSPENSION,NO,NO,INOPERABLE DIGITAL DASH,Gasoline,8 Cyl,Automatic,Progressive Casualty Insurance,
25030876,A,3095,2010,CHEVROLET,SILVERADO,"89,031",3GCRKSEA6AG252718,SALVAGE-MI,COLLISION,,7/25/2019 7:30:00 AM,NO,FRONT & REAR,LEFT & RIGHT,NO,YES,ACTUAL,Flexible Fuel,8 Cyl,Automatic,USAA - ACH,
25197764,B,74,2008,CHEVROLET,SILVERADO,"124,045",1GCEK19C18E152998,SALVAGE-MI,COLLISION,,7/25/2019 7:30:00 AM,NO,ALL OVER,,YES,YES,ACTUAL,Gasoline,8 Cyl,Automatic,USAA - ACH,
25382245,A,6051,2008,CHEVROLET,SILVERADO,"215,194",1GCEK19J78Z127434,CLEAR-MI,COLLISION,,7/25/2019 7:30:00 AM,YES,FRONT & REAR,,YES,YES,ACTUAL,Gasoline,8 Cyl,Automatic,ACIA,
25108380,A,6031,2004,CHEVROLET,SILVERADO,"138,278",1GCEC19X84Z213153,CLEAR-MI,OTHER,,7/25/2019 7:30:00 AM,YES,LEFT & RIGHT,FRONT & REAR,YES,YES,ACTUAL,Gasoline,6 Cyl,Automatic,,
25368123,B,3018,2003,CHEVROLET,SILVERADO,0,1GCEK19TX3E134511,SALVAGE-OH,COLLISION,,7/25/2019 7:30:00 AM,NO,FRONT & REAR,LEFT & RIGHT,NO,NO,NOT ACTUAL,Gasoline,8 Cyl,Automatic,Progressive Casualty Insurance,
25419231,A,1,2002,CHEVROLET,SILVERADO,"142,861",1GCEC14V32E149453,SALVAGE-MI,COLLISION,,7/25/2019 7:30:00 AM,NO,FRONT END,MECHANICAL,YES,YES,ACTUAL,Gasoline,8 Cyl,Automatic,USAA - ACH,
24566824,A,5055,2002,CHEVROLET,SILVERADO,"140,397",1GCHK23172F221107,CLEAR-MI,COLLISION,,7/25/2019 7:30:00 AM,YES,FRONT END,MECHANICAL,NO,YES,ACTUAL,Diesel,8 Cyl,Automatic,Progressive Casualty Insurance,
24368114,B,3042,2015,CHEVROLET,SONIC,"33,392",1G1JC6SB0F4143523,SALVAGE-MI,COLLISION,,7/25/2019 7:30:00 AM,NO,FRONT END,,NO,YES,ACTUAL,Gasoline,4 Cyl,Automatic,Progressive Casualty Insurance,
25139704,B,2,2015,CHEVROLET,SONIC,"51,496",1G1JE5SB3F4154181,SCRAP-MI,WATER,,7/25/2019 7:30:00 AM,NO,FLOOD,UNDERCARRIAGE,YES,YES,ACTUAL,Gasoline,4 Cyl,Automatic,Progressive Casualty Insurance,
25372971,B,114,2014,CHEVROLET,SONIC,"109,043",1G1JC5SH4E4184766,SCRAP-MI,COLLISION,,7/25/2019 7:30:00 AM,NO,LEFT FRONT,SUSPENSION,YES,YES,ACTUAL,Gasoline,4 Cyl,Automatic,Progressive Casualty Insurance,
25263231,B,46,2014,CHEVROLET,SONIC,"118,205",1G1JC5SH7E4111598,SCRAP-MI,COLLISION,,7/25/2019 7:30:00 AM,NO,FRONT & REAR,,YES,YES,ACTUAL,Gasoline,4 Cyl,Automatic,Progressive Casualty Insurance,
25391303,A,5119,2013,CHEVROLET,SONIC,"89,422",1G1JA6SH9D4197152,CLEAR-MI,OTHER,,7/25/2019 7:30:00 AM,YES,FRONT END,SUSPENSION,NO,NO,ACTUAL,Gasoline,4 Cyl,Automatic,,
25053733,B,9998,2012,CHEVROLET,SUBURBAN,"155,000",1GNSCJE08CR276299,SALVAGE-MI,COLLISION,,7/25/2019 7:30:00 AM,NO,THEFT,STRIP,NO,NO,MISSING,Flexible Fuel,8 Cyl,Missing,AAA Auto Club Group Companies,
25255029,A,3141,2003,CHEVROLET,TAHOE,"233,681",1GNEK13Z93J154776,SALVAGE-OH,COLLISION,,7/25/2019 7:30:00 AM,NO,FRONT END,,NO,YES,ACTUAL,Flexible Fuel,8 Cyl,Automatic,Geico Insurance,
24812094,B,6052,2005,CHEVROLET,TRAILBLAZER,"177,385",1GNDT13S852328796,CLEAR-MI,COLLISION,,7/25/2019 7:30:00 AM,YES,FRONT END,MECHANICAL,YES,YES,ACTUAL,Gasoline,6 Cyl,Automatic,Progressive Casualty Insurance,
25562590,A,5015,2004,CHEVROLET,TRAILBLAZER,,1GNDT13S542311095,CLEAR-MI,OTHER,,7/25/2019 7:30:00 AM,YES,FRONT END,,NO,NO,INOPERABLE DIGITAL DASH,Gasoline,6 Cyl,Automatic,,
25586648,A,5001,2004,CHEVROLET,TRAILBLAZER,"171,813",1GNDT13S342327117,CLEAR-MI,OTHER,,7/25/2019 7:30:00 AM,YES,ALL OVER,,NO,YES,ACTUAL,Gasoline,6 Cyl,Automatic,,
25402866,B,6024,2003,CHEVROLET,TRAILBLAZER,"199,501",1GNDT13S832231434,CLEAR-MI,COLLISION,,7/25/2019 7:30:00 AM,YES,LEFT FRONT,LEFT & RIGHT,YES,YES,ACTUAL,Other,,Automatic,AAA Auto Club Group Companies,
25437046,B,6104,2003,CHEVROLET,TRAILBLAZER,"258,540",1GNDT13S632301075,CLEAR-MI,OTHER,,7/25/2019 7:30:00 AM,YES,FRONT & REAR,,YES,YES,ACTUAL,Gasoline,6 Cyl,Automatic,,
25244165,A,3099,2016,CHEVROLET,TRAVERSE,"100,348",1GNKVFED7GJ202094,SALVAGE-MI,WATER,,7/25/2019 7:30:00 AM,NO,FLOOD,REAR,NO,NO,ACTUAL,Gasoline,6 Cyl,Automatic,,
24875235,A,6163,2012,CHEVROLET,TRAVERSE,"67,295",1GNKREED4CJ376276,CLEAR-MI,COLLISION,,7/25/2019 7:30:00 AM,YES,FRONT END,,YES,YES,ACTUAL,Gasoline,6 Cyl,Automatic,Progressive Casualty Insurance,
25598477,B,5096,2010,CHEVROLET,TRAVERSE,"195,455",1GNLRFED9AS145522,CLEAR-MI,OTHER,,7/25/2019 7:30:00 AM,YES,ALL OVER,,NO,YES,ACTUAL,Gasoline,6 Cyl,Automatic,,
25391021,B,5062,2009,CHEVROLET,TRAVERSE,,1GNER23D89S166538,CLEAR-MI,OTHER,,7/25/2019 7:30:00 AM,YES,ALL OVER,,NO,NO,INOPERABLE DIGITAL DASH,Gasoline,6 Cyl,Automatic,Progressive Casualty Insurance,
25133358,B,5130,2009,CHEVROLET,TRAVERSE,,1GNER23D19S136748,CLEAR-MI,THEFT,,7/25/2019 7:30:00 AM,YES,THEFT,STRIP,NO,NO,INOPERABLE DIGITAL DASH,Gasoline,6 Cyl,Missing,Progressive Casualty Insurance,
25155513,A,5059,2018,CHEVROLET,TRAX,"15,817",3GNCJLSB2JL232153,CLEAR-MI,COLLISION,,7/25/2019 7:30:00 AM,YES,REAR,SUSPENSION,NO,YES,ACTUAL,Other,,Automatic,AAA Auto Club Group Companies,
25030655,A,89,2018,CHEVROLET,TRAX,"17,188",3GNCJNSB7JL333801,SCRAP-MI,COLLISION,,7/25/2019 7:30:00 AM,NO,ALL OVER,ROLLOVER,YES,YES,ACTUAL,Gasoline,4 Cyl,Automatic,USAA - ACH,
25398561,A,6017,2002,CHEVROLET,VENTURE,"167,522",1GNDX03E42D262904,CLEAR-MI,COLLISION,,7/25/2019 7:30:00 AM,YES,FRONT & REAR,,YES,YES,ACTUAL,Gasoline,6 Cyl,Automatic,Hanover Insurance,
24554653,A,5127,2016,CHEVROLET,VOLT,"26,719",1G1RB6S59GU100848,TR-52-MI,COLLISION,,7/25/2019 7:30:00 AM,YES,REAR,,NO,NO,ACTUAL,Hybrid,4 Cyl,Automatic,,
25220288,B,44,2016,CHRYSLER,200,"28,140",1C3CCCDG3GN139649,SCRAP-MI,COLLISION,,7/25/2019 7:30:00 AM,NO,FRONT END,,YES,YES,ACTUAL,Flexible Fuel,6 Cyl,Automatic,Progressive Casualty Insurance,
25234259,A,3025,2016,CHRYSLER,200,"72,221",1C3CCCBB8GN150024,SALVAGE-MI,WATER,,7/25/2019 7:30:00 AM,NO,FLOOD,,NO,NO,NOT ACTUAL,Gasoline,4 Cyl,Automatic,Progressive Casualty Insurance,
25416723,B,78,2015,CHRYSLER,200,"79,824",1C3CCCAB4FN684783,SALVAGE-MI,COLLISION,,7/25/2019 7:30:00 AM,NO,FRONT & REAR,,YES,YES,ACTUAL,Gasoline,4 Cyl,Automatic,Progressive Casualty Insurance,
25110367,B,3134,2015,CHRYSLER,200,"56,900",1C3CCCBB5FN750014,SCRAP-MI,THEFT,,7/25/2019 7:30:00 AM,NO,THEFT,STRIP,NO,YES,ACTUAL,Gasoline,4 Cyl,Automatic,Progressive Casualty Insurance,
24750111,A,5,2015,CHRYSLER,200,"74,354",1C3CCCBG4FN730509,SCRAP-MI,COLLISION,,7/25/2019 7:30:00 AM,NO,FRONT END,LEFT & RIGHT,YES,YES,ACTUAL,Flexible Fuel,6 Cyl,Automatic,Progressive Casualty Insurance,
24406766,B,126,2015,CHRYSLER,200,"85,886",1C3CCCABXFN558735,SALVAGE-MI,COLLISION,,7/25/2019 7:30:00 AM,NO,FRONT & REAR,LEFT & RIGHT,YES,YES,ACTUAL,Gasoline,4 Cyl,Automatic,I.V.A.S. / American Insurance Corporation,
25630313,B,6120,2015,CHRYSLER,200,"60,039",1C3CCCAB8FN527046,PREVIOUS SALVAGE-MI,COLLISION,,7/25/2019 7:30:00 AM,YES,FRONT END,REAR,YES,YES,ACTUAL,Gasoline,4 Cyl,Automatic,,
24785294,A,9983,2013,CHRYSLER,200,"117,894",1C3CCBABXDN560847,SALVAGE TITLE-TX,COLLISION,,7/25/2019 7:30:00 AM,NO,FRONT END,,NO,NO,ACTUAL,Gasoline,4 Cyl,Automatic,,
23637645,A,3079,2011,CHRYSLER,200,"83,727",1C3BC1FB2BN536229,SALVAGE-MI,COLLISION,,7/25/2019 7:30:00 AM,NO,FRONT END,MECHANICAL,NO,NO,ACTUAL,Gasoline,4 Cyl,Automatic,USAA - ACH,
25084410,A,3049,2017,CHRYSLER,300,"13,882",2C3CCARG2HH616546,SALVAGE-MI,WATER,,7/25/2019 7:30:00 AM,NO,FLOOD,,NO,NO,ACTUAL,Flexible Fuel,6 Cyl,Automatic,USAA - ACH,
25077315,A,3035,2016,CHRYSLER,300,"40,800",2C3CCAGGXGH304881,SALVAGE-MI,WATER,,7/25/2019 7:30:00 AM,NO,FLOOD,UNDERCARRIAGE,NO,NO,INOPERABLE DIGITAL DASH,Flexible Fuel,6 Cyl,Automatic,Meemic Insurance,
25011685,B,3060,2015,CHRYSLER,300,"38,806",2C3CCAGG9FH814279,SCRAP-MI,COLLISION,,7/25/2019 7:30:00 AM,NO,FRONT END,SUSPENSION,NO,YES,ACTUAL,Flexible Fuel,6 Cyl,Automatic,Progressive Casualty Insurance,
25372468,A,5121,2009,CHRYSLER,300,,2C3KA33V79H635633,CLEAR-MI,OTHER,,7/25/2019 7:30:00 AM,YES,FRONT & REAR,,NO,NO,INOPERABLE DIGITAL DASH,Gasoline,6 Cyl,Automatic,,
24501079,A,5705,2013,CHRYSLER,300C,"71,618",2C3CCAEG6DH587973,TR-52-MI,COLLISION,,7/25/2019 7:30:00 AM,YES,THEFT,STRIP,NO,NO,ACTUAL,Flexible Fuel,6 Cyl,Automatic,,
25061351,B,5156,2011,CHRYSLER,300C,"99,487",2C3CK6CT2BH611893,CLEAR-MI,COLLISION,,7/25/2019 7:30:00 AM,YES,FRONT & REAR,LEFT SIDE,NO,NO,ACTUAL,Gasoline,8 Cyl,Automatic,Progressive Casualty Insurance,
24983299,B,3090,2006,CHRYSLER,300C,"216,098",2C3KA63H86H199608,SALVAGE-MI,COLLISION,,7/25/2019 7:30:00 AM,NO,ROLLOVER,,NO,NO,ACTUAL,Gasoline,8 Cyl,Automatic,USAA - ACH,
25307594,A,5039,2005,CHRYSLER,300C,"116,231",2C3AK63HX5H662310,CLEAR-MI,COLLISION,,7/25/2019 7:30:00 AM,YES,RIGHT SIDE,ROOF,NO,NO,ACTUAL,Gasoline,8 Cyl,Automatic,Progressive Casualty Insurance,
25231178,B,5012,2008,CHRYSLER,ASPEN,"146,637",1A8HW58268F132606,CLEAR-MI,COLLISION,,7/25/2019 7:30:00 AM,YES,LEFT SIDE,REAR,NO,NO,ACTUAL,Gasoline,8 Cyl,Automatic,Progressive Casualty Insurance,
23449973,A,3005,2008,CHRYSLER,ASPEN,"181,643",1A8HX58N88F125213,SALVAGE-FL,OTHER,,7/25/2019 7:30:00 AM,YES,LEFT SIDE,MECHANICAL,NO,NO,ACTUAL,Gasoline,8 Cyl,Automatic,CarBrain LLC - POS - w/c - ACH,
25274747,B,5998,1968,CHRYSLER,NEWPORT,"84,935",CE27G8C317284,CLEAR-MI,COLLISION,,7/25/2019 7:30:00 AM,YES,ALL OVER,UNKNOWN,YES,YES,EXCEEDS MECHANICAL LIMITS,Other,,Unknown,,
24521543,A,5105,2004,CHRYSLER,PT CRUISER,"111,670",3C8FY68B84T366355,TR-52-MI,COLLISION,,7/25/2019 7:30:00 AM,YES,FRONT & REAR,LEFT & RIGHT,NO,NO,ACTUAL,Gasoline,4 Cyl,Automatic,,
25552392,B,6008,2009,CHRYSLER,SEBRING,"95,148",1C3LC56B79N543148,CLEAR-MT,OTHER,,7/25/2019 7:30:00 AM,YES,FRONT & REAR,,YES,YES,ACTUAL,Gasoline,4 Cyl,Automatic,,
25071308,A,57,2016,CHRYSLER,TOWN & COUNTRY,"34,377",2C4RC1BG8GR208223,SALVAGE-MI,COLLISION,,7/25/2019 7:30:00 AM,NO,FRONT & REAR,LEFT SIDE,YES,YES,ACTUAL,Flexible Fuel,6 Cyl,Automatic,USAA - ACH,
25200274,A,111,2016,CHRYSLER,TOWN & COUNTRY,"52,943",2C4RC1JG4GR283325,SCRAP-MI,COLLISION,,7/25/2019 7:30:00 AM,NO,FRONT END,RIGHT FRONT,YES,YES,ACTUAL,Flexible Fuel,6 Cyl,Automatic,Progressive Casualty Insurance,
24574289,A,6139,2013,CHRYSLER,TOWN & COUNTRY,"67,765",2C4RC1BG0DR767079,TR-52-MI,COLLISION,,7/25/2019 7:30:00 AM,YES,FRONT & REAR,,YES,YES,ACTUAL,Flexible Fuel,6 Cyl,Automatic,,
24537631,A,5013,2009,CHRYSLER,TOWN & COUNTRY,"150,454",2A8HR64XX9R511018,CLEAR-MI,COLLISION,,7/25/2019 7:30:00 AM,YES,ROLLOVER,,NO,NO,ACTUAL,Gasoline,6 Cyl,Automatic,Progressive Casualty Insurance,
25572312,A,5069,2009,CHRYSLER,TOWN & COUNTRY,"148,165",2A8HR54X39R661482,CLEAR-MI,OTHER,,7/25/2019 7:30:00 AM,YES,MECHANICAL,FRONT & REAR,NO,NO,ACTUAL,Other,,Automatic,,
25386954,A,4502,2000,CROWNLINE,OTHER,0,JTC37088J900,WATERCRAFT-MI,OTHER,,7/25/2019 7:30:00 AM,YES,FLOOD,,NO,NO,,Other,,Unknown,Progressive Casualty Insurance,
20060022,A,5109,2008,DODGE,AVENGER,"130,764",1B3LC46K68N227116,TR-52-MI,COLLISION,,7/25/2019 7:30:00 AM,YES,FRONT & REAR,SUSPENSION,NO,YES,ACTUAL,Gasoline,4 Cyl,Unknown,,
25381827,B,5020,2011,DODGE,CALIBER,"69,062",1B3CB3HA6BD295415,CLEAR-MI,COLLISION,,7/25/2019 7:30:00 AM,YES,FRONT END,SUSPENSION,NO,YES,ACTUAL,Gasoline,4 Cyl,Automatic,AAA Auto Club Group Companies,
17762061,A,6067,2009,DODGE,CALIBER,"180,321",1B3HB48A19D222409,TR-52-MI,OTHER,,7/25/2019 7:30:00 AM,YES,FRONT END,,YES,YES,ACTUAL,Gasoline,4 Cyl,Unknown,,
24846474,A,5143,2008,DODGE,CALIBER,"152,575",1B3HB48B68D753855,CLEAR-MI,COLLISION,,7/25/2019 7:30:00 AM,YES,FRONT & REAR,SUSPENSION,NO,YES,ACTUAL,Gasoline,4 Cyl,Automatic,Meemic Insurance,
25517067,A,6127,2007,DODGE,CALIBER,"174,015",1B3HB48B27D100874,CLEAR-MI,OTHER,,7/25/2019 7:30:00 AM,YES,LEFT & RIGHT,FRONT & REAR,YES,YES,ACTUAL,Gasoline,4 Cyl,Automatic,,
25127936,A,35,2016,DODGE,CHALLENGER,"34,977",2C3CDZAG5GH284950,SALVAGE-MI,COLLISION,,7/25/2019 7:30:00 AM,NO,FRONT END,LEFT SIDE,YES,YES,ACTUAL,Flexible Fuel,6 Cyl,Automatic,USAA - ACH,
25181890,A,3053,2012,DODGE,CHALLENGER,"91,505",2C3CDYAG5CH293197,SALVAGE-MI,WATER,,7/25/2019 7:30:00 AM,NO,FLOOD,,NO,NO,ACTUAL,Flexible Fuel,6 Cyl,Automatic,USAA - ACH,
25200176,B,6080,2018,DODGE,CHARGER,"23,711",2C3CDXGJ3JH163400,CLEAR-MI,THEFT,,7/25/2019 7:30:00 AM,YES,THEFT,STRIP,YES,YES,ACTUAL,Gasoline,8 Cyl,Automatic,Progressive Casualty Insurance,
25043005,A,5702,2018,DODGE,CHARGER,"22,918",2C3CDXGJ3JH202857,CLEAR-MI,COLLISION,,7/25/2019 7:30:00 AM,YES,FRONT END,,NO,YES,ACTUAL,Gasoline,8 Cyl,Automatic,AAA Auto Club Group Companies,
25234707,B,3100,2015,DODGE,CHARGER,"27,134",2C3CDXJG2FH926382,SCRAP-MI,COLLISION,,7/25/2019 7:30:00 AM,NO,FRONT END,LEFT SIDE,NO,YES,ACTUAL,Flexible Fuel,6 Cyl,Automatic,Progressive Casualty Insurance,
25241897,A,3027,2014,DODGE,CHARGER,"53,254",2C3CDXCT4EH307954,SALVAGE-MI,COLLISION,,7/25/2019 7:30:00 AM,NO,FRONT & REAR,SUSPENSION,NO,YES,ACTUAL,Gasoline,8 Cyl,Automatic,Progressive Casualty Insurance,
24645019,A,3081,2011,DODGE,CHARGER,"108,378",2B3CL3CG3BH566880,SALVAGE-MI,COLLISION,,7/25/2019 7:30:00 AM,NO,FRONT & REAR,LEFT & RIGHT,NO,NO,ACTUAL,Flexible Fuel,6 Cyl,Automatic,USAA - ACH,
25272394,A,3137,2009,DODGE,CHARGER,"157,547",2B3KA43D89H517696,SALVAGE-MI,COLLISION,,7/25/2019 7:30:00 AM,NO,FRONT END,LEFT SIDE,NO,YES,ACTUAL,Gasoline,6 Cyl,Automatic,USAA - ACH,
25548213,B,5060,2009,DODGE,CHARGER,"201,323",2B3KA43D09H558940,CLEAR-MI,OTHER,,7/25/2019 7:30:00 AM,YES,FRONT & REAR,MECHANICAL,NO,YES,ACTUAL,Gasoline,6 Cyl,Automatic,,
25275990,B,3122,2008,DODGE,CHARGER,,2B3LA53H08H272887,SALVAGE TITLE-TX,WATER,,7/25/2019 7:30:00 AM,NO,FLOOD,ALL OVER,NO,NO,INOPERABLE DIGITAL DASH,Gasoline,8 Cyl,Automatic,,
25400371,A,119,2007,DODGE,CHARGER,"127,494",2B3KA43G97H866406,SALVAGE-MI,COLLISION,,7/25/2019 7:30:00 AM,NO,REAR,,YES,YES,ACTUAL,Gasoline,6 Cyl,Automatic,USAA - ACH,
25387672,A,3067,2006,DODGE,CHARGER,"178,617",2B3KA53HX6H312336,SALVAGE-MI,COLLISION,,7/25/2019 7:30:00 AM,NO,FRONT & REAR,LEFT & RIGHT,NO,NO,ACTUAL,Gasoline,8 Cyl,Automatic,USAA - ACH,
25365602,A,5021,2005,DODGE,DAKOTA,"137,483",1D7HE22K55S335769,CLEAR-MI,COLLISION,,7/25/2019 7:30:00 AM,YES,FRONT & REAR,LEFT & RIGHT,NO,YES,ACTUAL,Gasoline,6 Cyl,Automatic,Progressive Casualty Insurance,
